booking_id,age,country,travel_type,transport,hotel_stars,nights,distance_km,season,booking_advance_days,travel_insurance,total_price,cancelled
3596,54,France,Leisure,Plane,4,10,5035,Winter,163,yes,2840.36,no
3597,41,Italy,Business,Plane,2,5,702,Autumn,59,no,1530.18,no
3598,66,USA,Leisure,Plane,4,13,7559,Autumn,121,no,3281.81,no
3599,36,Germany,Leisure,Plane,3,4,7519,Spring,145,no,1959.51,no
3600,68,Germany,Business,Plane,5,1,9724,Summer,95,yes,1947.22,no
3601,42,France,Leisure,Train,4,12,8547,Autumn,149,no,2757.93,no
3602,38,Italy,Business,Plane,4,13,7792,Winter,94,yes,4237.18,no
3603,29,Spain,Business,Plane,5,9,2587,Summer,52,no,2186.09,no
3604,74,France,Business,Train,3,6,1458,Spring,142,yes,1807.58,no
3605,58,Italy,Leisure,Plane,1,11,789,Autumn,16,yes,1749.8,no
3606,50,UK,Leisure,Plane,4,13,8599,Summer,55,yes,3066.07,no
3607,67,Germany,Business,Train,2,14,6231,Spring,137,yes,3671.22,no
3608,70,Spain,Business,Plane,3,12,9988,Spring,136,no,3324.41,no
3609,21,USA,Leisure,Plane,3,6,3266,Winter,162,no,1760.75,no
3610,59,Spain,Business,Train,4,4,8700,Autumn,109,no,2513.26,no
3611,74,USA,Leisure,Train,5,13,925,Summer,161,yes,1868.35,no
3612,24,Spain,Leisure,Plane,4,2,1291,Winter,94,yes,837.1,no
3613,39,Germany,Leisure,Plane,4,8,5747,Autumn,7,no,2334.81,yes
3614,72,USA,Business,Train,5,8,6885,Summer,149,no,2910.71,no
3615,50,Italy,Leisure,Plane,2,3,6913,Spring,133,yes,1607.14,no
3616,34,USA,Leisure,Plane,5,7,5741,Spring,140,no,2055.86,no
3617,41,France,Business,Plane,4,14,633,Autumn,81,no,2943.37,no
3618,51,Italy,Leisure,Plane,1,7,6610,Winter,88,no,1995.4,no
3619,45,France,Leisure,Train,5,14,1307,Summer,165,yes,2110.39,no
3620,60,Spain,Leisure,Train,2,5,8708,Summer,108,no,2113.71,no
3621,58,Italy,Leisure,Train,5,5,1337,Spring,83,yes,1387.95,no
3622,56,Spain,Leisure,Train,5,8,5043,Autumn,45,no,1964.35,no
3623,39,UK,Business,Plane,3,4,4865,Winter,80,yes,1944.65,no
3624,66,Spain,Leisure,Plane,3,1,4936,Spring,25,no,935.8,no
3625,34,Spain,Business,Plane,4,1,559,Spring,27,no,1047.48,no
3626,51,France,Leisure,Plane,4,9,8941,Winter,51,yes,2882.02,no
3627,23,USA,Leisure,Plane,5,4,219,Summer,119,no,1057.47,no
3628,63,UK,Leisure,Plane,1,1,4868,Summer,170,yes,940.05,no
3629,23,Spain,Leisure,Train,4,13,6080,Autumn,108,yes,3178.21,no
3630,51,Spain,Leisure,Plane,5,2,8609,Spring,170,yes,1973.28,no
3631,18,UK,Leisure,Plane,5,10,6581,Autumn,60,yes,2351.56,no
3632,27,UK,Leisure,Plane,5,7,6398,Summer,72,no,1887.18,no
3633,38,Italy,Leisure,Plane,5,2,9159,Winter,80,yes,1765.68,no
3634,22,France,Leisure,Plane,5,1,3326,Summer,72,no,1199.13,no
3635,19,UK,Leisure,Train,3,10,8685,Summer,96,yes,3017.77,no
3636,39,UK,Business,Plane,2,14,2652,Spring,126,no,3183.75,no
3637,65,Germany,Leisure,Plane,2,9,5478,Summer,150,yes,1582.84,no
3638,74,USA,Leisure,Plane,5,14,3328,Autumn,96,yes,3296.56,no
3639,19,UK,Business,Plane,4,5,176,Winter,139,no,1343.3,no
3640,27,France,Business,Train,1,14,3510,Spring,109,yes,3046.61,no
3641,51,USA,Leisure,Train,5,13,508,Winter,6,no,1880.11,yes
3642,33,USA,Leisure,Train,1,4,4192,Autumn,22,yes,882.13,no
3643,65,Spain,Leisure,Plane,3,4,2367,Autumn,103,yes,1257.42,no
3644,68,Spain,Leisure,Plane,2,14,9035,Summer,12,no,2937.05,no
3645,56,Spain,Business,Plane,3,11,4628,Autumn,27,no,2923.06,no
3646,39,Spain,Business,Plane,4,13,5674,Summer,129,yes,2972.45,no
3647,29,Germany,Leisure,Train,4,1,5873,Spring,80,no,1364.54,no
3648,41,UK,Business,Plane,5,3,3934,Winter,167,yes,1946.76,no
3649,64,Spain,Leisure,Train,4,13,4097,Summer,60,yes,2997.2,no
3650,57,Italy,Leisure,Plane,4,1,7407,Summer,116,yes,1335.3,no
3651,55,Spain,Business,Plane,3,5,9279,Spring,70,no,2208.98,no
3652,27,UK,Leisure,Plane,1,5,5717,Autumn,153,yes,1357.1,no
3653,52,Spain,Business,Plane,2,9,2801,Summer,148,yes,2269.38,no
3654,68,Germany,Business,Plane,4,13,3812,Autumn,36,no,3076.86,no
3655,66,France,Leisure,Plane,4,8,4007,Summer,151,yes,2187.74,no
3656,49,France,Leisure,Plane,3,5,9046,Autumn,129,yes,2292.63,no
3657,24,UK,Leisure,Plane,2,5,775,Summer,155,yes,905.18,no
3658,38,France,Leisure,Plane,3,7,5027,Winter,52,yes,1887.41,no
3659,37,France,Leisure,Plane,1,12,5449,Winter,130,yes,2643.35,no
3660,43,Italy,Leisure,Plane,3,2,6268,Winter,149,yes,1270.53,no
3661,21,UK,Business,Plane,2,13,3575,Summer,137,yes,2630.96,no
3662,63,UK,Leisure,Plane,2,7,6916,Autumn,111,yes,1886.49,no
3663,69,France,Leisure,Plane,4,1,641,Spring,88,no,682.38,no
3664,39,France,Leisure,Plane,1,14,264,Spring,48,no,2086.73,no
3665,32,France,Business,Plane,5,5,7192,Spring,105,no,2273.86,no
3666,73,USA,Leisure,Plane,4,12,1084,Winter,167,yes,2191.64,no
3667,57,Germany,Leisure,Plane,3,12,2761,Winter,42,yes,2691.03,no
3668,38,Spain,Business,Plane,3,6,4568,Winter,94,no,2152.58,no
3669,32,Germany,Leisure,Train,2,13,717,Autumn,45,no,2345.2,no
3670,39,UK,Leisure,Plane,2,11,8360,Winter,130,yes,2830.32,no
3671,69,Italy,Business,Plane,2,14,5739,Autumn,171,yes,2566.94,no
3672,45,Spain,Leisure,Train,5,10,4296,Autumn,104,no,2444.39,no
3673,31,Italy,Business,Plane,5,1,100,Autumn,107,yes,1100.18,no
3674,44,USA,Leisure,Plane,4,9,8477,Summer,146,yes,3155.61,no
3675,58,UK,Leisure,Plane,5,9,4538,Spring,39,yes,2051.1,no
3676,57,USA,Business,Plane,2,1,4908,Autumn,134,no,1347.69,no
3677,45,UK,Leisure,Plane,4,4,3179,Spring,170,no,1586.93,no
3678,43,Italy,Business,Plane,4,8,6819,Autumn,27,no,3142.88,no
3679,66,Italy,Business,Plane,1,2,8427,Autumn,143,no,1548.76,no
3680,19,Italy,Business,Plane,5,13,6118,Winter,19,yes,3511.25,no
3681,42,UK,Business,Plane,3,13,482,Spring,64,no,2626.67,no
3682,73,France,Leisure,Plane,3,11,1027,Autumn,51,yes,1711.36,no
3683,20,Italy,Business,Plane,1,13,5159,Spring,175,yes,2471.12,no
3684,25,USA,Leisure,Plane,2,8,660,Winter,57,no,1060.23,no
3685,61,Spain,Leisure,Plane,1,10,1289,Autumn,20,yes,1211.55,no
3686,50,UK,Business,Plane,2,13,997,Winter,20,yes,3010.88,no
3687,59,USA,Leisure,Train,5,12,2468,Autumn,82,no,1958.93,no
3688,69,Germany,Leisure,Plane,5,14,5053,Winter,101,no,3260.71,no
3689,52,Germany,Leisure,Plane,4,13,7998,Winter,38,yes,2667.49,no
3690,23,Spain,Leisure,Train,4,9,4480,Summer,38,yes,2638.33,no
3691,56,France,Business,Plane,4,9,2498,Autumn,65,yes,2218.28,no
3692,69,Italy,Leisure,Plane,4,14,6326,Autumn,76,no,2750.36,no
3693,40,UK,Leisure,Plane,3,1,5843,Autumn,133,yes,1329.18,no
3694,42,USA,Business,Plane,4,9,9685,Spring,123,no,3550.48,no
3695,67,Italy,Leisure,Train,4,4,2688,Summer,125,yes,1162.0,no
3696,60,USA,Leisure,Plane,4,12,6456,Spring,27,yes,3390.24,no
3697,36,UK,Leisure,Plane,2,12,3785,Autumn,103,yes,2525.11,no
3698,22,Germany,Leisure,Plane,4,8,9221,Summer,20,yes,2126.52,no
3699,68,Italy,Leisure,Train,1,13,4409,Winter,60,no,1800.03,no
3700,28,Spain,Business,Plane,4,14,4499,Summer,168,no,3621.29,no
3701,73,France,Leisure,Plane,4,9,3326,Winter,83,yes,1708.04,no
3702,29,Spain,Business,Plane,3,3,1503,Autumn,6,yes,1411.52,no
3703,27,France,Business,Plane,4,6,8491,Autumn,164,no,2452.24,no
3704,25,USA,Leisure,Plane,2,3,2385,Winter,112,yes,909.35,no
3705,41,Italy,Leisure,Plane,5,1,8962,Summer,139,no,1989.9,no
3706,45,Italy,Leisure,Plane,4,10,1828,Spring,177,yes,2096.45,no
3707,58,France,Leisure,Plane,4,6,1349,Summer,114,yes,1343.85,no
3708,53,Germany,Business,Plane,4,5,978,Winter,84,yes,1853.55,no
3709,54,UK,Leisure,Plane,3,3,2623,Winter,156,yes,1176.4,no
3710,38,Spain,Leisure,Plane,5,14,597,Spring,22,yes,2493.02,no
3711,25,USA,Leisure,Plane,3,14,9269,Spring,84,no,3530.02,no
3712,72,Spain,Leisure,Plane,3,4,7802,Spring,47,yes,1770.34,no
3713,26,Spain,Leisure,Plane,3,2,7678,Winter,102,yes,1664.2,no
3714,64,USA,Leisure,Plane,2,12,4979,Autumn,80,yes,2782.95,no
3715,32,USA,Leisure,Plane,5,10,638,Summer,25,no,1723.87,no
3716,65,Italy,Leisure,Plane,2,10,9192,Spring,91,no,2064.23,no
3717,63,Spain,Leisure,Train,2,13,1566,Winter,67,no,2756.95,no
3718,57,UK,Business,Plane,5,14,7814,Summer,160,yes,3529.55,no
3719,35,UK,Leisure,Plane,2,4,1833,Spring,145,no,1170.97,no
3720,59,France,Leisure,Train,5,4,590,Autumn,40,no,1235.03,no
3721,37,USA,Leisure,Plane,4,3,1809,Summer,30,yes,915.84,no
3722,23,Italy,Leisure,Plane,3,6,6811,Summer,59,yes,1831.81,no
3723,29,UK,Business,Plane,2,1,2018,Winter,28,no,975.59,no
3724,19,Germany,Leisure,Plane,5,9,8266,Winter,47,yes,2733.91,no
3725,24,Italy,Leisure,Train,1,11,6125,Winter,117,yes,1868.88,no
3726,33,Italy,Business,Plane,2,10,9778,Autumn,151,yes,3058.33,no
3727,20,UK,Business,Plane,2,3,6199,Summer,83,yes,1688.32,no
3728,62,Germany,Leisure,Train,5,3,9792,Spring,57,yes,2283.17,no
3729,20,France,Leisure,Train,1,12,297,Autumn,129,no,1774.79,no
3730,44,UK,Business,Plane,1,3,9826,Spring,29,no,2218.85,no
3731,67,Germany,Leisure,Plane,4,7,1813,Spring,178,yes,1241.1,no
3732,60,Italy,Business,Plane,2,8,9640,Winter,64,yes,2746.61,no
3733,57,Germany,Business,Plane,3,2,4883,Spring,99,no,1398.59,no
3734,55,Italy,Business,Plane,2,1,8202,Spring,37,no,1413.77,no
3735,50,UK,Leisure,Plane,3,5,3944,Autumn,128,yes,1329.63,no
3736,45,USA,Business,Plane,3,8,695,Winter,135,no,1947.74,no
3737,18,UK,Leisure,Plane,5,14,8430,Spring,90,no,3649.63,no
3738,72,Spain,Business,Plane,2,3,1114,Spring,87,yes,1194.53,no
3739,25,Spain,Leisure,Plane,5,6,341,Spring,64,yes,1341.88,no
3740,54,Spain,Leisure,Plane,4,3,2463,Summer,18,yes,1084.55,no
3741,49,UK,Leisure,Plane,3,6,832,Summer,29,no,1100.13,no
3742,65,France,Leisure,Plane,1,12,234,Winter,114,yes,1616.9,no
3743,60,UK,Leisure,Plane,3,4,3861,Autumn,60,yes,1398.89,no
3744,54,USA,Business,Plane,4,14,2726,Winter,54,yes,2527.58,no
3745,21,Germany,Leisure,Train,3,11,7279,Summer,72,no,2339.21,no
3746,47,UK,Business,Plane,5,7,1610,Winter,149,yes,2241.91,no
3747,23,UK,Leisure,Plane,2,11,2896,Autumn,149,no,2226.62,no
3748,63,Italy,Leisure,Plane,1,10,7007,Winter,58,no,2672.57,no
3749,71,Italy,Leisure,Plane,5,1,4612,Spring,177,no,1151.04,no
3750,36,Italy,Leisure,Plane,2,1,4402,Autumn,36,no,865.47,no
3751,49,UK,Business,Plane,1,5,1743,Autumn,145,yes,1261.87,no
3752,26,France,Leisure,Plane,4,9,4506,Autumn,80,no,1810.67,no
3753,29,Germany,Leisure,Plane,3,5,3464,Winter,15,no,1336.94,no
3754,28,Germany,Leisure,Plane,1,4,6868,Winter,40,no,1633.67,no
3755,63,USA,Business,Plane,4,8,9691,Spring,81,no,3290.38,no
3756,72,France,Leisure,Plane,2,13,9842,Autumn,51,no,2766.08,no
3757,33,France,Leisure,Plane,1,5,3511,Spring,141,yes,1081.1,no
3758,18,Germany,Leisure,Plane,4,1,182,Autumn,166,yes,675.46,no
3759,62,Spain,Leisure,Plane,2,7,5796,Summer,97,yes,1700.65,no
3760,72,Italy,Leisure,Plane,5,11,9771,Winter,154,yes,3438.9,no
3761,70,Italy,Business,Train,3,4,2540,Spring,143,no,1740.39,no
3762,38,Germany,Leisure,Train,4,10,5860,Winter,117,yes,3066.26,no
3763,47,France,Leisure,Plane,5,5,1882,Winter,133,yes,1689.23,no
3764,30,USA,Leisure,Plane,2,13,8896,Summer,2,no,2978.34,yes
3765,51,Spain,Leisure,Plane,1,6,6526,Summer,115,no,1699.08,no
3766,21,Germany,Leisure,Train,3,13,8006,Autumn,78,no,3127.98,no
3767,45,Italy,Business,Plane,2,7,9022,Summer,93,no,2175.15,no
3768,55,UK,Business,Plane,4,11,1460,Autumn,77,yes,2177.7,no
3769,48,France,Business,Plane,3,2,2178,Summer,60,no,1226.53,no
3770,72,UK,Business,Plane,5,14,1077,Summer,96,yes,2404.44,no
3771,44,USA,Leisure,Plane,3,1,7893,Spring,98,no,1345.27,no
3772,22,Germany,Leisure,Plane,5,12,1737,Summer,56,yes,2355.6,no
3773,42,Italy,Leisure,Plane,2,3,3400,Spring,118,no,1169.93,no
3774,20,Spain,Leisure,Plane,1,10,4104,Summer,119,no,1945.35,no
3775,50,UK,Leisure,Train,3,12,682,Spring,38,yes,1876.69,no
3776,21,Spain,Leisure,Plane,1,1,8751,Winter,102,no,1331.17,no
3777,42,USA,Leisure,Train,1,4,8427,Autumn,51,no,1658.91,no
3778,37,Italy,Business,Plane,3,6,9269,Summer,169,no,2687.35,no
3779,51,UK,Business,Plane,3,5,8575,Spring,127,yes,2660.01,no
3780,43,USA,Business,Plane,1,13,2498,Summer,103,yes,2371.97,no
3781,22,Spain,Leisure,Plane,4,11,4212,Spring,129,yes,2320.08,no
3782,52,Spain,Leisure,Plane,4,4,1338,Spring,85,yes,1229.36,no
3783,45,UK,Leisure,Plane,3,7,3566,Summer,103,yes,1248.55,no
3784,46,Italy,Leisure,Plane,1,13,5618,Autumn,18,no,2325.9,no
3785,26,Spain,Leisure,Train,1,11,5463,Spring,27,yes,2434.09,no
3786,69,Germany,Leisure,Plane,2,11,3266,Winter,92,no,2163.36,no
3787,55,USA,Leisure,Plane,1,6,879,Summer,72,yes,735.69,no
3788,67,UK,Leisure,Plane,4,3,2234,Winter,95,yes,1110.56,no
3789,23,France,Leisure,Plane,2,9,2336,Spring,76,yes,1814.52,no
3790,36,France,Leisure,Plane,4,5,1739,Spring,170,no,1274.41,no
3791,61,Italy,Leisure,Plane,5,13,8711,Summer,6,no,3980.61,yes
3792,74,Germany,Leisure,Plane,3,10,3789,Autumn,90,yes,1700.91,no
3793,28,Spain,Leisure,Plane,5,1,5055,Winter,80,yes,1391.4,no
3794,19,France,Leisure,Plane,3,13,8498,Autumn,83,yes,2689.76,no
3795,64,Italy,Leisure,Plane,4,6,7472,Winter,82,no,2323.48,no
3796,61,USA,Business,Train,4,5,3490,Autumn,152,no,2190.52,no
3797,61,Germany,Business,Train,5,10,7350,Summer,45,no,3460.55,no
3798,26,Germany,Leisure,Plane,3,8,7349,Winter,71,yes,1990.14,no
3799,38,Italy,Leisure,Plane,3,4,3896,Summer,7,yes,1362.35,no
3800,41,Italy,Leisure,Plane,2,12,2634,Autumn,144,yes,2565.9,no
3801,51,Spain,Leisure,Plane,1,1,2280,Autumn,126,yes,483.52,no
3802,39,Italy,Leisure,Train,2,11,4406,Autumn,58,yes,2627.87,no
3803,20,Spain,Leisure,Plane,4,2,4327,Summer,57,yes,1402.9,no
3804,29,Spain,Leisure,Plane,5,8,9689,Spring,170,yes,3125.83,no
3805,45,UK,Leisure,Plane,3,10,1546,Spring,111,yes,2211.61,no
3806,47,Germany,Business,Plane,2,8,1051,Winter,142,yes,1996.37,no
3807,43,USA,Leisure,Plane,5,13,4121,Summer,56,yes,3252.28,no
3808,65,Germany,Business,Plane,5,14,5585,Summer,12,no,3203.75,no
3809,38,Germany,Leisure,Plane,1,5,1817,Summer,93,no,1122.47,no
3810,45,UK,Leisure,Train,3,6,4342,Autumn,15,yes,1550.85,no
3811,73,Spain,Business,Plane,5,2,3905,Summer,8,no,1819.13,yes
3812,43,Spain,Business,Plane,3,11,6013,Spring,53,no,3094.88,no
3813,50,Italy,Leisure,Plane,2,12,7575,Winter,137,yes,3117.36,no
3814,38,UK,Leisure,Plane,5,9,4910,Spring,174,yes,2513.95,no
3815,52,Italy,Leisure,Plane,5,6,1696,Summer,92,no,1477.22,no
3816,69,UK,Leisure,Plane,2,12,6694,Winter,7,no,2787.21,yes
3817,51,Italy,Business,Plane,3,9,3316,Winter,44,yes,1811.62,no
3818,58,France,Business,Plane,3,11,9198,Summer,14,yes,2992.43,no
3819,68,Germany,Leisure,Plane,5,10,5855,Summer,75,no,2516.32,no
3820,64,Germany,Leisure,Plane,2,3,6383,Spring,115,yes,1201.16,no
3821,35,USA,Leisure,Plane,4,6,1437,Spring,92,no,1254.65,no
3822,28,Spain,Leisure,Train,3,10,3074,Autumn,134,yes,1688.64,no
3823,74,USA,Business,Plane,4,5,4573,Autumn,163,no,1826.91,no
3824,40,France,Business,Plane,5,9,8652,Autumn,152,yes,3339.73,no
3825,65,USA,Leisure,Plane,4,13,6926,Summer,73,yes,3026.95,no
3826,39,Germany,Leisure,Plane,4,10,5767,Summer,130,no,2134.79,no
3827,34,Spain,Leisure,Plane,3,1,8864,Autumn,179,yes,1733.18,no
3828,22,France,Leisure,Plane,5,9,8113,Autumn,31,yes,2554.37,no
3829,61,Germany,Business,Train,4,5,3144,Spring,126,no,1931.89,no
3830,28,Italy,Leisure,Train,3,1,9876,Autumn,119,yes,1561.55,no
3831,47,UK,Leisure,Plane,4,10,5118,Autumn,27,yes,2938.95,no
3832,32,France,Leisure,Plane,3,8,2333,Winter,110,yes,1262.23,no
3833,44,Spain,Business,Plane,5,7,5737,Autumn,159,no,2671.7,no
3834,52,USA,Leisure,Plane,2,14,7567,Winter,106,no,3158.82,no
3835,50,USA,Business,Plane,3,6,3346,Autumn,171,no,1654.34,no
3836,37,France,Business,Plane,3,2,4141,Winter,120,yes,1437.71,no
3837,33,Spain,Business,Plane,4,5,1989,Autumn,82,yes,1633.87,no
3838,51,France,Leisure,Plane,5,3,7776,Spring,52,yes,2125.71,no
3839,19,Spain,Leisure,Plane,1,2,2755,Summer,14,no,528.01,no
3840,52,USA,Leisure,Plane,1,14,3818,Winter,20,no,2761.85,no
3841,57,Germany,Leisure,Plane,2,10,5635,Summer,118,no,2188.23,no
3842,73,Italy,Leisure,Plane,5,1,9348,Spring,52,no,2037.36,no
3843,45,Germany,Leisure,Plane,3,9,2229,Autumn,101,yes,1384.82,no
3844,64,Italy,Leisure,Plane,1,2,9798,Autumn,40,yes,1675.25,no
3845,56,USA,Business,Plane,2,13,1730,Spring,68,no,2311.37,no
3846,23,Germany,Leisure,Plane,5,11,5160,Summer,44,yes,2019.02,no
3847,26,Germany,Leisure,Plane,2,1,1091,Summer,134,yes,495.72,no
3848,37,France,Business,Plane,1,14,4690,Summer,87,no,2616.76,no
3849,18,UK,Business,Plane,4,7,9485,Summer,120,yes,2789.47,no
3850,25,USA,Business,Plane,4,9,6966,Winter,57,yes,2547.09,no
3851,72,Spain,Business,Plane,5,6,8994,Summer,72,yes,2883.46,no
3852,40,USA,Business,Train,2,8,9322,Winter,158,no,2826.52,no
3853,20,Spain,Leisure,Plane,3,11,5021,Spring,52,yes,2766.41,no
3854,21,Spain,Leisure,Train,1,7,8121,Autumn,11,no,2007.43,no
3855,42,Italy,Leisure,Train,4,9,2581,Winter,175,yes,1778.05,no
3856,64,Spain,Leisure,Plane,4,7,8854,Summer,5,no,2677.24,yes
3857,55,Spain,Leisure,Plane,2,13,6381,Autumn,131,yes,2293.05,no
3858,32,France,Leisure,Plane,4,6,8658,Winter,143,no,2292.36,no
3859,38,Germany,Leisure,Plane,2,1,6349,Autumn,130,yes,985.76,no
3860,52,USA,Leisure,Plane,1,9,893,Spring,2,no,1795.32,yes
3861,74,USA,Leisure,Train,2,10,4831,Summer,174,no,1732.18,no
3862,70,Spain,Business,Plane,4,5,1086,Spring,94,yes,1766.07,no
3863,70,UK,Leisure,Plane,2,13,9249,Autumn,127,yes,3271.74,no
3864,63,USA,Business,Plane,4,2,3695,Spring,126,yes,1539.1,no
3865,69,Spain,Leisure,Train,5,14,954,Summer,41,no,1837.29,no
3866,31,Italy,Business,Plane,4,12,1669,Winter,30,yes,3111.18,no
3867,53,Italy,Business,Plane,4,11,2356,Spring,44,yes,2878.19,no
3868,29,Italy,Leisure,Plane,4,8,4203,Summer,10,no,2010.71,no
3869,34,Spain,Leisure,Plane,5,13,4276,Autumn,30,no,2792.98,no
3870,56,France,Leisure,Plane,3,4,8061,Spring,75,yes,1591.75,no
3871,26,UK,Business,Train,4,14,5354,Winter,49,yes,3424.06,no
3872,52,Spain,Business,Plane,3,3,8529,Spring,163,yes,1963.02,no
3873,30,France,Business,Train,1,13,8006,Autumn,145,yes,3684.48,no
3874,32,France,Leisure,Plane,2,1,6101,Autumn,159,yes,1175.14,no
3875,35,USA,Leisure,Train,3,5,1832,Autumn,70,no,1430.53,no
3876,68,Spain,Business,Plane,1,3,914,Spring,26,yes,914.87,no
3877,50,Spain,Leisure,Plane,2,4,7135,Spring,100,yes,1232.66,no
3878,23,France,Leisure,Train,4,9,1286,Spring,133,yes,2194.1,no
3879,44,France,Leisure,Plane,4,11,7681,Winter,111,no,3040.07,no
3880,40,France,Business,Plane,4,14,2325,Summer,14,yes,2776.56,no
3881,44,USA,Leisure,Plane,5,7,9276,Spring,51,no,2683.29,no
3882,51,Spain,Leisure,Plane,5,11,6523,Winter,15,yes,2683.37,no
3883,73,France,Leisure,Plane,5,5,9089,Autumn,128,yes,2135.05,no
3884,63,Italy,Business,Plane,5,8,5273,Spring,140,no,2729.7,no
3885,55,Spain,Leisure,Plane,1,6,8835,Spring,46,yes,1478.24,no
3886,31,USA,Leisure,Plane,1,10,5982,Spring,72,no,1819.45,no
3887,53,Italy,Leisure,Plane,4,2,619,Winter,95,no,762.35,no
3888,70,Germany,Business,Plane,2,7,5141,Spring,154,yes,2097.07,no
3889,25,Spain,Business,Plane,5,1,1554,Spring,29,no,1242.25,no
3890,52,Germany,Business,Train,2,3,6970,Summer,132,no,1859.03,no
3891,36,France,Leisure,Plane,1,12,7313,Winter,178,no,2716.28,no
3892,47,USA,Business,Plane,5,1,7859,Summer,25,yes,2139.15,no
3893,31,France,Leisure,Train,1,14,9350,Summer,168,yes,3485.79,no
3894,37,USA,Leisure,Plane,1,1,9404,Summer,32,yes,1534.47,no
3895,66,UK,Leisure,Plane,3,5,3506,Summer,100,no,1533.46,no
3896,42,France,Leisure,Plane,1,6,1046,Autumn,37,yes,823.61,no
3897,57,Germany,Business,Plane,4,12,4130,Spring,126,yes,2332.12,no
3898,41,USA,Leisure,Plane,1,3,8427,Summer,138,yes,1741.48,no
3899,31,France,Leisure,Plane,5,14,892,Winter,166,no,2126.08,no
3900,43,Spain,Leisure,Plane,4,3,1236,Spring,100,yes,909.88,no
3901,55,USA,Leisure,Plane,1,3,9654,Summer,27,yes,1916.56,no
3902,40,USA,Leisure,Plane,4,1,654,Summer,135,no,652.03,no
3903,39,France,Leisure,Plane,1,5,7137,Winter,99,yes,1762.39,no
3904,65,UK,Leisure,Plane,4,1,3503,Autumn,137,yes,1056.4,no
3905,74,France,Leisure,Plane,2,10,2354,Winter,36,yes,1957.76,no
3906,36,Germany,Leisure,Plane,3,10,1466,Autumn,118,yes,2188.76,no
3907,63,Germany,Business,Plane,4,3,1048,Autumn,158,yes,1350.4,no
3908,68,USA,Leisure,Plane,5,13,8395,Autumn,19,yes,3809.6,no
3909,20,USA,Business,Train,3,6,7909,Summer,169,yes,2615.79,no
3910,59,France,Business,Train,3,11,7307,Summer,55,no,2276.83,no
3911,36,Germany,Business,Plane,1,6,9338,Autumn,84,yes,2521.0,no
3912,26,Germany,Leisure,Plane,4,3,7519,Autumn,6,yes,1848.56,no
3913,45,UK,Leisure,Plane,3,9,4126,Summer,123,yes,2322.58,no
3914,37,Spain,Business,Train,5,8,6056,Autumn,107,yes,2775.38,no
3915,62,UK,Leisure,Plane,5,11,7469,Summer,88,no,2538.25,no
3916,24,Italy,Leisure,Plane,5,3,7422,Autumn,150,yes,1969.44,no
3917,31,UK,Leisure,Plane,1,5,2714,Summer,152,yes,837.78,no
3918,26,France,Leisure,Plane,2,5,9255,Winter,62,no,1689.98,no
3919,72,Spain,Business,Plane,4,14,3371,Autumn,170,no,2627.09,no
3920,74,France,Leisure,Plane,3,5,9129,Autumn,150,no,2239.18,no
3921,36,Italy,Leisure,Plane,4,3,7484,Winter,144,no,1894.32,no
3922,64,Spain,Leisure,Plane,3,5,5778,Spring,141,yes,1705.35,no
3923,69,USA,Leisure,Plane,1,5,981,Autumn,120,no,915.21,no
3924,31,Germany,Leisure,Plane,4,4,3288,Spring,37,no,1335.72,no
3925,73,UK,Leisure,Plane,1,4,3434,Winter,152,yes,1091.19,no
3926,55,France,Business,Train,1,2,2298,Autumn,125,no,1163.9,no
3927,70,Italy,Leisure,Plane,4,9,8503,Spring,17,yes,2568.93,no
3928,53,Germany,Business,Plane,4,7,9507,Autumn,16,no,2697.42,no
3929,57,UK,Leisure,Plane,3,1,9172,Autumn,129,yes,1288.19,no
3930,34,Germany,Leisure,Plane,5,5,854,Summer,85,yes,1505.03,no
3931,47,UK,Leisure,Plane,1,2,5317,Spring,125,yes,1002.02,no
3932,26,USA,Leisure,Plane,2,10,8992,Summer,1,yes,3044.25,no
3933,50,Spain,Business,Plane,3,6,470,Summer,30,yes,1329.7,no
3934,73,Germany,Business,Plane,3,7,1832,Spring,24,yes,1769.89,no
3935,69,Germany,Leisure,Plane,5,12,5359,Spring,46,no,2433.07,no
3936,42,Germany,Leisure,Plane,5,2,901,Summer,2,no,1012.57,no
3937,31,Spain,Business,Plane,1,11,6499,Autumn,143,yes,2627.26,no
3938,28,Italy,Leisure,Plane,3,6,9281,Autumn,29,no,1748.67,no
3939,70,UK,Leisure,Plane,3,13,4871,Winter,99,yes,2225.85,no
3940,52,USA,Business,Plane,2,3,7107,Autumn,62,no,1605.62,no
3941,58,Germany,Leisure,Plane,1,9,515,Spring,13,yes,1809.06,no
3942,31,Spain,Business,Plane,1,4,3437,Spring,65,no,1444.72,no
3943,47,Italy,Leisure,Plane,5,3,5358,Winter,45,no,1397.71,no
3944,58,UK,Business,Train,1,13,8127,Spring,47,yes,2857.71,no
3945,21,Spain,Leisure,Train,2,11,5157,Summer,16,yes,2051.41,no
3946,21,USA,Leisure,Plane,1,3,7067,Winter,126,no,1299.25,no
3947,45,USA,Leisure,Plane,4,2,1720,Winter,107,no,964.37,no
3948,25,UK,Leisure,Plane,4,12,9827,Autumn,3,yes,3330.7,no
3949,19,Germany,Leisure,Plane,2,9,6082,Autumn,104,yes,2637.31,no
3950,58,USA,Leisure,Plane,5,8,8093,Summer,95,no,2102.14,no
